Period,Temp,WindSpeed,Rain,Visibility,weekday,month
C,N,N,N,N,D,D
FREE,FREE,FREE,FREE,FREE,FREE,FREE
Midday,65.65714286,2.820512821,0,9.405063291,4,6
PM,70.775,7.384615385,0,9.743589744,4,6
AM,64,3.846153846,0,10,5,6
EarlyMorning,64.6375,8.967391304,0,10,5,6
Evening,68.36666667,9.893939394,0,9.575757576,5,6
Midday,64.75714286,4.974683544,0,9.088607595,5,6
PM,66.66666667,7.512820513,0,9.641025641,5,6
AM,62.56,4.487804878,2.00E-05,9.902439024,6,6
EarlyMorning,64.76666667,6.741935484,0,9.924731183,6,6
Evening,68.15714286,9.104477612,0,9.641791045,6,6
Midday,64.13333333,2.461538462,5.00E-05,8.897435897,6,6
PM,66.3,8.58974359,0,8.41025641,6,6
AM,63.66666667,9.717948718,0,10,7,6
EarlyMorning,64.92857143,9.087912088,0,10,7,6
Evening,70.04,13.13846154,0,10,7,6
Midday,64.54285714,8.139240506,0,10,7,6
PM,68.775,9.45,0,10,7,6
AM,62.7,6.948717949,0,10,1,6
EarlyMorning,64.475,10.7173913,0,10,1,6
Evening,69.21666667,13.42424242,0,10,1,6
Midday,63.98571429,3.050632911,0,9.936708861,1,6
PM,69.825,8.4,0,10,1,6
AM,61,3.282051282,6.67E-05,3.564102564,2,6
EarlyMorning,62.875,8.054347826,0,7.108695652,2,6
Evening,66.675,9.985294118,0,9.867647059,2,6
Midday,61.51666667,4,6.67E-05,3.570512821,2,6
PM,64.225,6.153846154,0,8.41025641,2,6
AM,63.33333333,3.102564103,0,10,3,6
EarlyMorning,63.125,5.413043478,0,10,3,6
Evening,64.475,9.794117647,0,9.852941176,3,6
Midday,63.65,4.066666667,0,9.782051282,3,6
PM,65.93333333,5.846153846,0,9.641025641,3,6
AM,62.55,6.25,0,10,4,6
EarlyMorning,63,7.483870968,0,10,4,6
Evening,67.0125,10.11764706,0,9.941176471,4,6
Midday,62.9125,5.1875,0,9.2875,4,6
PM,65.93333333,8.128205128,0,9.025641026,4,6
AM,62.675,2.9,0,10,5,6
EarlyMorning,63.1125,9.391304348,0,10,5,6
Evening,69.51666667,12.13846154,0,10,5,6
Midday,64.3,2.448717949,0,7.692307692,5,6
PM,69.33333333,8.128205128,0,8.666666667,5,6
AM,63.25,1.875,0,10,6,6
EarlyMorning,64.67,7.382978723,0,10,6,6
Evening,71.08,12.890625,0,9.96875,6,6
Midday,65.71428571,3.012987013,0,8.810126582,6,6
PM,72.03333333,7.717948718,0,8.820512821,6,6
AM,63.03333333,1.025641026,0,10,7,6
EarlyMorning,64.9125,7.304347826,0,10,7,6
Evening,72.74,11.32307692,0,10,7,6
Midday,65.27142857,2.746835443,0,9.784810127,7,6
PM,75.23333333,7.153846154,0,9.974358974,7,6
AM,65.26666667,4.717948718,0,10,1,6
EarlyMorning,67.11428571,5.934065934,0,10,1,6
Evening,72.95,12.39393939,0,10,1,6
Midday,67.55,1.9625,0,9.11875,1,6
PM,74.93333333,9.179487179,0,10,1,6
AM,64.6,1.897435897,0,10,2,7
EarlyMorning,66.57142857,6.923076923,0,9.956043956,2,7
Evening,72.94,12.50769231,0,10,2,7
Midday,67.15,1.961538462,0,9.717948718,2,7
PM,73.3,9.641025641,0,9.948717949,2,7
AM,64.9,2.538461538,0,10,3,7
EarlyMorning,67.275,6.054347826,0,10,3,7
Evening,72.6,11.23076923,0,9.938461538,3,7
Midday,66.875,4.051948052,0,9.275,3,7
PM,73.3,8.435897436,0,9.769230769,3,7
AM,65.45,4.5,0,9.675,4,7
EarlyMorning,66.95714286,5.989010989,0,9.956043956,4,7
Evening,72.6,11.76923077,0,9.876923077,4,7
Midday,67.14285714,5.909090909,0,9.202531646,4,7
PM,73.2,8.512820513,0,9.35,4,7
AM,65.63333333,2.923076923,0,10,5,7
EarlyMorning,65.94285714,5.593406593,0,9.934065934,5,7
Evening,71.03333333,12.51515152,0,9.878787879,5,7
Midday,67.45,3.506493506,0,9.705128205,5,7
PM,71.275,9.725,0,9.3,5,7
AM,63.32,2.902439024,0,10,6,7
EarlyMorning,64.8,8.098901099,0,10,6,7
Evening,70.84,11.03076923,0,9.923076923,6,7
Midday,65.45714286,2.256410256,0,7.113924051,6,7
PM,71.66666667,5.794871795,0,8.358974359,6,7
AM,64,4.071428571,0,9.357142857,7,7
EarlyMorning,64.7875,8.956521739,0,9.891304348,7,7
Evening,70.04,11.30769231,0,9.892307692,7,7
Midday,64.95714286,2.896103896,0,6.455696203,7,7
PM,69.82,4.585365854,0,6.024390244,7,7
AM,65.26666667,4,0,8.58974359,1,7
EarlyMorning,64.475,6.119565217,0,9.217391304,1,7
Evening,70.51666667,9.257575758,0,10,1,7
Midday,65.08333333,4.628205128,0,9.5,1,7
PM,67.275,5.025,0,10,1,7
AM,65.26666667,6.307692308,0,10,2,7
EarlyMorning,66.1125,7.054347826,0,10,2,7
Evening,71.02,10.44615385,0,9.969230769,2,7
Midday,66.11666667,5.705128205,0,9.833333333,2,7
PM,70.33333333,3.769230769,0,9.487179487,2,7
AM,64.6,5.743589744,0,10,3,7
EarlyMorning,64.95,8.826086957,0,10,3,7
Evening,71.4,13.24615385,0,9.938461538,3,7
Midday,67.15,2.090909091,0,9.794871795,3,7
PM,71.775,8.675,0,9.35,3,7
AM,63,2.512820513,0,10,4,7
EarlyMorning,64.975,8.760869565,0,9.956521739,4,7
Evening,70.66,12.44615385,0,9.830769231,4,7
Midday,65.6125,4.3125,0,7.6625,4,7
PM,70.73333333,8.435897436,0,9.333333333,4,7
AM,64.6,3.333333333,0,9.923076923,5,7
EarlyMorning,65.05714286,6.659340659,0,9.813186813,5,7
Evening,70.66,12.01538462,0,9.753846154,5,7
Midday,66.3625,2.4,0,8.875,5,7
PM,73,8.512820513,0,9.692307692,5,7
AM,64.9,2.1,0,10,6,7
EarlyMorning,65.97142857,6.989010989,0,9.703296703,6,7
Evening,70.8,11.09230769,0,8.169230769,6,7
Midday,66.8,2.392405063,0,7.025,6,7
PM,72.66666667,8.230769231,0,5.564102564,6,7
AM,64.3,1.256410256,0,10,7,7
EarlyMorning,66.28571429,6.208791209,0,10,7,7
Evening,72.02,9.369230769,0,8.769230769,7,7
Midday,67.33333333,2.641025641,0,7.256410256,7,7
PM,73.2,7.225,0,5.05,7,7
AM,64.9,3.820512821,0,6.102564103,1,7
EarlyMorning,64.8,5.922222222,0,7.021978022,1,7
Evening,70.7,11.81818182,0,7.560606061,1,7
Midday,67.4,2.82278481,0,5.430379747,1,7
PM,71.325,9.025,0,5.025,1,7
AM,63.33333333,3.538461538,0,3.717948718,2,7
EarlyMorning,64.28571429,5.263736264,0,7.824175824,2,7
Evening,68.48333333,9.787878788,0,8.560606061,2,7
Midday,67.14285714,1.696202532,0,2.537974684,2,7
PM,70.06666667,9.358974359,0,3.243589744,2,7
AM,63.66666667,1.025641026,0,9.230769231,3,7
EarlyMorning,64.1125,5.130434783,0,8.75,3,7
Evening,70,9.151515152,0,7.560606061,3,7
Midday,64.59090909,2.987951807,0,4.228915663,3,7
PM,70.05,7.375,0,4.25,3,7
AM,64.9,6.487179487,0,9.948717949,4,7
EarlyMorning,66.3625,6.22826087,0,9.630434783,4,7
Evening,72.02,9.6,0,9.923076923,4,7
Midday,67.1125,4.341772152,0,9.341772152,4,7
PM,72,8.358974359,0,9.692307692,4,7
AM,66.6,4.358974359,0,9.923076923,5,7
EarlyMorning,67.21428571,6.10989011,0,9.978021978,5,7
Evening,70.66,11.30769231,0,9.969230769,5,7
Midday,67.3,3.217948718,0,8.987179487,5,7
PM,72.25,8.175,0,9.2,5,7
AM,62.4,5,0,10,6,7
EarlyMorning,63.275,8.054347826,0,10,6,7
Evening,70.04,11.84615385,0,9.938461538,6,7
Midday,64.84285714,1.860759494,0,9.544303797,6,7
PM,71.03333333,8.871794872,0,9.743589744,6,7
AM,64.9,4.461538462,0,10,7,7
EarlyMorning,65.45,9.630434783,0,10,7,7
Evening,71.46,12.41538462,0,9.969230769,7,7
Midday,66.96666667,3.342105263,0,10,7,7
PM,71.275,8.948717949,0,10,7,7
AM,63.66666667,7.487179487,0,10,1,7
EarlyMorning,65.4,10.40659341,0,9.978021978,1,7
Evening,70.66,13.95384615,0,10,1,7
Midday,65.4,5.113924051,0,9.974683544,1,7
PM,70,8.641025641,0,10,1,7
AM,63.33333333,3.743589744,0,9.948717949,2,7
EarlyMorning,64.5875,8.315217391,0,9.97826087,2,7
Evening,72.8,11.09230769,0,9.861538462,2,7
Midday,64.82857143,2.455696203,0,7.696202532,2,7
PM,72.6,6.128205128,0,9.641025641,2,7
AM,64.96666667,2.605263158,0,8.282051282,3,7
EarlyMorning,66.525,8.366666667,0,9.988888889,3,7
Evening,76.4,11.87692308,0,9.969230769,3,7
Midday,67.66666667,4.371794872,5.00E-05,8.371794872,3,7
PM,73.63333333,8.974358974,0.04,9.256410256,3,7
AM,68.36666667,1.842105263,0,10,4,7
EarlyMorning,70.04285714,5.945054945,0,10,4,7
Evening,76.82,12.44615385,0,9.984615385,4,7
Midday,71.36666667,3.692307692,0,9.294871795,4,7
PM,81.03333333,8.41025641,0,9.948717949,4,7
AM,72.96666667,2.564102564,0,10,5,7
EarlyMorning,72.57142857,4.111111111,0,9.978021978,5,7
Evening,80.02,10.81538462,0,10,5,7
Midday,72.8,2.91025641,1.67E-05,10,5,7
PM,79.03333333,6.538461538,0,10,5,7
AM,69.7,1.282051282,0,10,6,7
EarlyMorning,71.47142857,6.186813187,0,10,6,7
Evening,77.18333333,12.44615385,0,9.969230769,6,7
Midday,72.25714286,2.924050633,0,8.481012658,6,7
PM,79.06666667,8.897435897,0,9.794871795,6,7
AM,67.26666667,1.974358974,0,10,7,7
EarlyMorning,69.77142857,6.736263736,0,9.967032967,7,7
Evening,74.16,10.95384615,0,10,7,7
Midday,69.81666667,3.141025641,0,9.91025641,7,7
PM,77.36666667,7.923076923,0,10,7,7
AM,66,3.153846154,0,10,1,7
EarlyMorning,67.68571429,6.67032967,0,10,1,7
Evening,71.26,10.75384615,0,10,1,7
Midday,68.28571429,3.759493671,0,9.784810127,1,7
PM,71.7,9.974358974,0,10,1,7
AM,64.9,2.666666667,0,4.282051282,2,7
EarlyMorning,64.5875,5.782608696,0,8.760869565,2,7
Evening,70.22,10.52307692,0,9.461538462,2,7
Midday,66.95714286,2.493670886,0,4.088607595,2,7
PM,71.4,8.435897436,0,7.051282051,2,7
AM,64.45,1.15,0,9.875,3,7
EarlyMorning,64.28,5.936170213,0,9.659574468,3,7
Evening,71.4,11.41538462,0,9.861538462,3,7
Midday,67.725,3.65,0,8.475,3,7
PM,72.66666667,9.128205128,0,9.717948718,3,7
AM,64.8,4.682926829,0,9.756097561,4,7
EarlyMorning,66.0875,6.597826087,0,9.989130435,4,7
Evening,71.21666667,11.1969697,0,9.242424242,4,7
Midday,67.27142857,2.734177215,0,4.810126582,4,7
PM,72.025,8.65,0,6.1,4,7
AM,64.3,4,0,10,5,8
EarlyMorning,65.08888889,7.537634409,0,10,5,8
Evening,70.04,12.92307692,0,9.907692308,5,8
Midday,65.77272727,2.911392405,0,7.819277108,5,8
PM,70.73333333,8.358974359,0,9.641025641,5,8
AM,64.6,1.743589744,0,10,6,8
EarlyMorning,66.67142857,6.846153846,0,10,6,8
Evening,72.02,11.38461538,0,9.969230769,6,8
Midday,65.91428571,2.113924051,0,9.784810127,6,8
PM,71.7,7.794871795,0,9.897435897,6,8
AM,65.175,2.45,0,9.825,7,8
EarlyMorning,66.95714286,6.186813187,0,10,7,8
Evening,71.44,10.50769231,0,10,7,8
Midday,67.08571429,1.64556962,0,8.253164557,7,8
PM,72.33333333,8.810810811,0,7.918918919,7,8
AM,64.9,1.80952381,0,9.80952381,1,8
EarlyMorning,66.12857143,7.516483516,0,10,1,8
Evening,71.8,10.43076923,0,9.953846154,1,8
Midday,66.33333333,2.013157895,0,5.858974359,1,8
PM,71.03333333,8.230769231,0,7.333333333,1,8
AM,63.33333333,3.974358974,0,9.230769231,2,8
EarlyMorning,64.20909091,7.505263158,0,8.773684211,2,8
Evening,69.02,13.07692308,0,9.953846154,2,8
Midday,65.05,3.2125,0,4.2875,2,8
PM,69.7,9.153846154,0,8.564102564,2,8
AM,64,2.205128205,0,10,3,8
EarlyMorning,65.81428571,7.56043956,0,10,3,8
Evening,69.64,13.56923077,0,10,3,8
Midday,66.9125,1.6875,0,8.4125,3,8
PM,72.03333333,10.02564103,0,9.153846154,3,8
AM,64.6,1.923076923,0,9.641025641,4,8
EarlyMorning,65.1375,6.869565217,0,9.913043478,4,8
Evening,69.42,11.24615385,0,9.169230769,4,8
Midday,66.38571429,2.358974359,0,6.179487179,4,8
PM,70.36666667,7.282051282,0,7.435897436,4,8
AM,62.7,3.435897436,0,6.051282051,5,8
EarlyMorning,62.27777778,7.817204301,0,9.806451613,5,8
Evening,66.8125,10.79411765,0,9.338235294,5,8
Midday,63.42857143,2.46835443,0,3.632911392,5,8
PM,66.225,8.1,0,6.525,5,8
AM,62.4,1.076923077,0,10,6,8
EarlyMorning,63.28571429,6.147727273,0,10,6,8
Evening,69.46,11,0,9.923076923,6,8
Midday,63.27,3.963414634,0,6.201219512,6,8
PM,70.43333333,6.184210526,0,7.41025641,6,8
AM,61.73333333,2.435897436,0,10,7,8
EarlyMorning,64.14285714,5.692307692,0,9.901098901,7,8
Evening,71.02,11.72307692,0,9.938461538,7,8
Midday,65.01666667,1.58974359,0,9.974358974,7,8
PM,72,9.102564103,0,10,7,8
AM,63.75,1.325,0,10,1,8
EarlyMorning,65.45,7.663043478,0,10,1,8
Evening,70.84,11.29230769,0,9.984615385,1,8
Midday,65.43333333,2.975308642,0,9.975308642,1,8
PM,71.73333333,8.358974359,0,9.974358974,1,8
AM,62.55,0.55,0,9.45,2,8
EarlyMorning,63.87272727,6.789473684,0,10,2,8
Evening,69.45714286,10.04477612,0,10,2,8
Midday,63.87142857,3.17721519,0,5.35443038,2,8
PM,70.55,5.925,0,8.7,2,8
AM,62.7,2.153846154,0,1.621794872,3,8
EarlyMorning,63.82222222,6.827956989,0,6.524193548,3,8
Evening,69.06,10.84615385,0,9.692307692,3,8
Midday,64.58,2.106666667,0,2.98,3,8
PM,69.03333333,8.774193548,0,6.838709677,3,8
AM,61.36666667,4.025641026,0,0.25,4,8
EarlyMorning,62.12727273,6.757894737,0,5.455263158,4,8
Evening,71,10.703125,0,9.907692308,4,8
Midday,62.3,2.695121951,0,1.856707317,4,8
PM,69.96666667,8.972222222,0,8.558823529,4,8
AM,63,4.256410256,0,0.262820513,5,8
EarlyMorning,65.32222222,8.709677419,0,4.053763441,5,8
Evening,72.78,11.23076923,0,10,5,8
Midday,65.14,2.195121951,0,2.890243902,5,8
PM,71.66666667,7.820512821,0,9.102564103,5,8
AM,64.9,1.897435897,0,4.717948718,6,8
EarlyMorning,65.4,7.097826087,0,8.206521739,6,8
Evening,72.2,10.49230769,0,9.707692308,6,8
Midday,67.37142857,2.569620253,0,4.481012658,6,8
PM,73.3,7.58974359,0,7.358974359,6,8
AM,66.9,2.282051282,0,10,7,8
EarlyMorning,65.65714286,6.406593407,0,10,7,8
Evening,72.42,10.63076923,0,10,7,8
Midday,67.66666667,4.506493506,0,10,7,8
PM,73.475,6.358974359,0,10,7,8
AM,68.73333333,2.153846154,0,10,1,8
EarlyMorning,67.11428571,6.175824176,0,10,1,8
Evening,71.78,11.52307692,0,9.969230769,1,8
Midday,69.4,3.666666667,0,10,1,8
PM,72.96666667,6.179487179,0,10,1,8
AM,66.225,4.7,0,10,2,8
EarlyMorning,67.11428571,8.758241758,0,10,2,8
Evening,73.58,11.87692308,0,9.938461538,2,8
Midday,68.41428571,2.506329114,0,8.189873418,2,8
PM,74.825,6.846153846,0,8.175,2,8
AM,67.26666667,1.641025641,0,10,3,8
EarlyMorning,68.47142857,7.571428571,0,10,3,8
Evening,74.98,13.30769231,0,10,3,8
Midday,68.975,1.175,0,10,3,8
PM,76.63333333,8.5,0,9.846153846,3,8
AM,68.36666667,3.641025641,0,10,4,8
EarlyMorning,70.21428571,7.395604396,0,9.934065934,4,8
Evening,77.8,11.41176471,0,10,4,8
Midday,70.63333333,0.666666667,0,9.916666667,4,8
PM,78.4,9.666666667,0,9.666666667,4,8
AM,70,2.333333333,0,10,5,8
EarlyMorning,72.45714286,4.857142857,0,10,5,8
Evening,75.76,10.44444444,0,10,5,8
Midday,68.9,5.666666667,0,4.333333333,5,8
PM,78.05,7,0,10,5,8
AM,68,5.102564103,0,10,6,8
EarlyMorning,69.94444444,5.569892473,0,10,6,8
Evening,77.33333333,10.09090909,0,10,6,8
Midday,70.38333333,4.571428571,0,9.987179487,6,8
PM,78.18333333,5.95,0,9.904761905,6,8
AM,69.7,1.179487179,0,10,7,8
EarlyMorning,70.9,4.604395604,0,9.956043956,7,8
Evening,77.4,10.86153846,0,10,7,8
Midday,71.51666667,1.102564103,0,9.846153846,7,8
PM,78.1,8.641025641,0,10,7,8
AM,68.36666667,3.487179487,0,10,1,8
EarlyMorning,70.58571429,7.472527473,0,10,1,8
Evening,77.58,11.66153846,0,10,1,8
Midday,71,2.41025641,0,9.576923077,1,8
PM,78.03333333,7.743589744,0,9.897435897,1,8
AM,69.7,2.435897436,0,10,2,8
EarlyMorning,71.32857143,5.32967033,0,10,2,8
Evening,77.62,11.03076923,0,10,2,8
Midday,74,2.102564103,0,9.923076923,2,8
PM,81.33333333,7.894736842,0,9.894736842,2,8
AM,70.73333333,2.974358974,0,10,3,8
EarlyMorning,71.7375,5.945652174,0,9.967391304,3,8
Evening,77.62,10.69230769,0,10,3,8
Midday,73.01666667,1.692307692,0,9.58974359,3,8
PM,79.36666667,7.846153846,0,10,3,8
AM,72,2.075,0,9.95,4,8
EarlyMorning,71.34444444,6.279569892,0,10,4,8
Evening,76.6,10.46153846,0,9.969230769,4,8
Midday,72.51111111,3.567901235,0,9.222222222,4,8
PM,78.03333333,7.282051282,0,9.717948718,4,8
AM,70,1.538461538,0,10,5,8
EarlyMorning,70.78888889,8.172043011,0,10,5,8
Evening,77.84,12.13846154,0,10,5,8
Midday,71.04285714,4.384615385,0,9.784810127,5,8
PM,77.66666667,8,0,9.923076923,5,8
AM,72.66666667,1.051282051,0,9.948717949,6,8
EarlyMorning,73.52857143,6.494505495,0,9.978021978,6,8
Evening,79.44,12,0,10,6,8
Midday,74.38333333,2.128205128,0,10,6,8
PM,80.7,8.102564103,0,10,6,8
AM,70.36666667,1.487179487,0,9.871794872,7,8
EarlyMorning,72.01428571,5.373626374,0,9.967032967,7,8
Evening,77.18,12.03076923,0,10,7,8
Midday,72.44285714,1.696202532,0,9.924050633,7,8
PM,79,8.102564103,0,10,7,8
AM,69.7,3,0,9.846153846,1,9
EarlyMorning,70.91428571,6.714285714,0,10,1,9
Evening,75.72,10.61538462,0,8.846153846,1,9
Midday,71.7,1.948717949,0,7.58974359,1,9
PM,76.26666667,8.58974359,0,6.179487179,1,9
AM,69.7,3.769230769,0,9.692307692,2,9
EarlyMorning,71.32857143,3.703296703,0,10,2,9
Evening,80.42,10.12307692,0,10,2,9
Midday,73.5,2.512820513,0,8.487179487,2,9
PM,87,4.333333333,0,9.846153846,2,9
AM,69.46,4.170731707,0,1.774390244,3,9
EarlyMorning,72.34444444,5.311827957,0,6.518817204,3,9
Evening,80.2,10.44615385,0,10,3,9
Midday,73.275,2.175,0,7.4,3,9
PM,80.33333333,8.58974359,0,10,3,9
AM,73,2.307692308,0,10,4,9
EarlyMorning,73.92857143,7.098901099,0,10,4,9
Evening,81.42,12.35384615,0,10,4,9
Midday,75.12857143,4.139240506,0,9.949367089,4,9
PM,84.6,7.512820513,0,10,4,9
AM,72.33333333,4.358974359,0,10,5,9
EarlyMorning,74.51428571,5.461538462,0,9.967032967,5,9
Evening,81.4,10.90769231,0,9.984615385,5,9
Midday,74.81666667,2.923076923,0,10,5,9
PM,85.63333333,7.333333333,0,10,5,9
AM,73.3,1.307692308,0,10,6,9
EarlyMorning,74.3625,5.648351648,0,9.978021978,6,9
Evening,80.04,12.26153846,0,10,6,9
Midday,76.66666667,1.551282051,0,9.974358974,6,9
PM,81.33333333,9.769230769,0,10,6,9
AM,72,1.564102564,0,9.846153846,7,9
EarlyMorning,73.68571429,7.076923077,0,10,7,9
Evening,79.6,11.63076923,0,10,7,9
Midday,74.86666667,0.935897436,0,9.961538462,7,9
PM,80.36666667,8.897435897,0,10,7,9
AM,65.63333333,1.076923077,0,10,1,9
EarlyMorning,69.28571429,12.01098901,0,10,1,9
Evening,76.56,9.984615385,0,9.969230769,1,9
Midday,68.46666667,1.571428571,0,10,1,9
PM,76.26666667,9.820512821,0,10,1,9
AM,67.63333333,1.564102564,0,10,2,9
EarlyMorning,70.88571429,3.197802198,0,9.989010989,2,9
Evening,74.92,10.70769231,0,10,2,9
Midday,70.52857143,2.569620253,0,9.518987342,2,9
PM,76.725,7.975,0,9.65,2,9
AM,69.775,4.825,0,10,3,9
EarlyMorning,69.9125,4.641304348,0,9.967391304,3,9
Evening,74.7,12.65625,0,10,3,9
Midday,71.01666667,5.205128205,0,9.487179487,3,9
PM,75,7.157894737,0,8.897435897,3,9
AM,67.175,2.9,0,10,4,9
EarlyMorning,69.64285714,6.384615385,0,10,4,9
Evening,75.14,12.52307692,0,10,4,9
Midday,69.5125,4.3125,0,9.45,4,9
PM,75.66666667,7.641025641,0,9.307692308,4,9
AM,68.73333333,1.205128205,0,10,5,9
EarlyMorning,70.025,8.543478261,0,10,5,9
Evening,76.16,12.83076923,0,10,5,9
Midday,70.81666667,1.41025641,0,9.897435897,5,9
PM,77.3,8.076923077,0,9.948717949,5,9
AM,69.5,3.625,0,10,6,9
EarlyMorning,70.9625,5.293478261,0,10,6,9
Evening,78.06,11.66153846,0,10,6,9
Midday,71.88333333,3.679487179,0,9.41025641,6,9
PM,78.76666667,8.666666667,0,9.948717949,6,9
AM,70.73333333,1.205128205,0,10,7,9
EarlyMorning,74.55714286,5.769230769,0,10,7,9
Evening,81.56,10.18461538,0,10,7,9
Midday,72.33333333,3.051282051,0,9.974358974,7,9
PM,81.96666667,7.41025641,0,9.794871795,7,9
AM,69.68,3.756097561,0,6.146341463,1,9
EarlyMorning,73.11428571,5.461538462,0,9.945054945,1,9
Evening,74.35,9.75,0,8.985294118,1,9
Midday,69.96363636,2.554216867,0,1.710843373,1,9
PM,78.4,4.769230769,0,4.948717949,1,9
AM,68,1.717948718,0,8.974358974,2,9
EarlyMorning,69.4125,5.858695652,0,8.032608696,2,9
Evening,75.2,9,0,9.938461538,2,9
Midday,69.7625,1.9875,1.25E-05,5.375,2,9
PM,76.26666667,6.657894737,0,6.615384615,2,9
AM,68.4,2.292682927,0,10,3,9
EarlyMorning,69.77142857,5.989010989,0,9.956043956,3,9
Evening,76,11.2,0,10,3,9
Midday,69.1,4.325,0,9.802469136,3,9
PM,77.73333333,7.230769231,0,9.871794872,3,9
AM,66.9,0.891891892,0,10,4,9
EarlyMorning,70.78571429,6.087912088,0,9.978021978,4,9
Evening,75.58,11.66153846,0,10,4,9
Midday,68.66666667,4.74025974,0,9.858974359,4,9
PM,77,7.153846154,0,10,4,9
AM,68,2.256410256,0,10,5,9
EarlyMorning,69.77142857,5.78021978,0,9.978021978,5,9
Evening,74.34,12.46153846,0,10,5,9
Midday,69.54285714,4.58974359,0,9.518987342,5,9
PM,75.95,6.95,0,10,5,9
AM,66.3,2.41025641,0,9.974358974,6,9
EarlyMorning,69.01428571,6.549450549,0,9.934065934,6,9
Evening,74.18,12.46153846,0,10,6,9
Midday,69,2.423076923,0,9.807692308,6,9
PM,74.7,6.725,0,9.675,6,9
AM,66.96666667,0.421052632,0,9.973684211,7,9
EarlyMorning,70.05714286,6.21978022,0,10,7,9
Evening,77.4,12.10769231,0,10,7,9
Midday,68.31666667,2.564102564,0,9.974358974,7,9
PM,78.4,5.871794872,0,10,7,9
AM,70.06666667,2.102564103,0,10,1,9
EarlyMorning,71.75714286,6.208791209,0,9.989010989,1,9
Evening,78.46,9.4,0,10,1,9
Midday,71.04285714,2.518987342,0,9.974683544,1,9
PM,83.73333333,3.102564103,0,10,1,9
AM,68.66666667,1.230769231,0,10,2,9
EarlyMorning,71.625,4.989130435,0,9.989130435,2,9
Evening,74,10.33846154,0,10,2,9
Midday,69.025,2.5375,0,7.3,2,9
PM,75.675,4.55,0,10,2,9
AM,66.78333333,1.357142857,0,9.404761905,3,9
EarlyMorning,67.775,5.510869565,0,9.97826087,3,9
Evening,73.92,13.04615385,0,9.923076923,3,9
Midday,67.77,2.353658537,0,5.914634146,3,9
PM,75.6,7.102564103,0,9.41025641,3,9
AM,67.63333333,3.692307692,0,9,4,9
EarlyMorning,71.0625,5.02173913,0,9.945652174,4,9
Evening,78.96,8.969230769,0,10,4,9
Midday,70.5,5.7625,0,5.9875,4,9
PM,81,7.461538462,0,9.692307692,4,9
AM,71.1,5.525,0,10,5,9
EarlyMorning,72.2125,8.406593407,0,9.978021978,5,9
Evening,75.36,7.615384615,2.00E-05,10,5,9
Midday,72.5,4.320512821,1.67E-05,10,5,9
PM,75.23333333,6.794871795,0,10,5,9
AM,70,7.5,0,10,6,9
EarlyMorning,70.75714286,7.359550562,0,10,6,9
Evening,72.98,9.107692308,0,10,6,9
Midday,69.25,9.858974359,0,9.435897436,6,9
PM,72.525,7.9,0,9.025,6,9
AM,69.1,3.256410256,0,9.846153846,7,9
EarlyMorning,68.94285714,5.054945055,0,10,7,9
Evening,70.26,10.07692308,2.00E-05,9.938461538,7,9
Midday,68.31428571,5.46835443,2.86E-05,9.898734177,7,9
PM,70.22,7.682926829,4.00E-05,9.609756098,7,9
AM,63.63333333,6.58974359,0,10,1,9
EarlyMorning,66.95714286,8.527472527,1.43E-05,10,1,9
Evening,70.44,11.03076923,0,10,1,9
Midday,63.68333333,2.820512821,0,10,1,9
PM,71.7,6.846153846,0,10,1,9
AM,59.36666667,2.846153846,0,10,2,9
EarlyMorning,65.35714286,6.054945055,0,9.978021978,2,9
Evening,70.66,14.07692308,0,10,2,9
Midday,62.73333333,2.243589744,0,10,2,9
PM,71.7,6.236842105,0,10,2,9
AM,60.03333333,5.153846154,0,10,3,10
EarlyMorning,66.51428571,7.637362637,0,10,3,10
Evening,71.8,11.53846154,0,9.938461538,3,10
Midday,63.18333333,5.051282051,0,10,3,10
PM,72.66666667,5.684210526,0,10,3,10
AM,59.26666667,2.342105263,0,10,4,10
EarlyMorning,66.37142857,6.21978022,0,9.912087912,4,10
Evening,70.84,9.8,0,10,4,10
Midday,60.18333333,2.454545455,0,10,4,10
PM,72.03333333,3.769230769,0,10,4,10
AM,56.63333333,3.153846154,0,10,5,10
EarlyMorning,65.68571429,7.97752809,0,10,5,10
Evening,69.64,11.24444444,0,10,5,10
Midday,59.31666667,0.606060606,0,10,5,10
PM,68.73333333,8.666666667,0,10,5,10
AM,59.55,1.487179487,0,10,6,10
EarlyMorning,61.4,4.842696629,0,10,6,10
Evening,71.62,10.13846154,0,10,6,10
Midday,59.15714286,4.109090909,0,9.892857143,6,10
PM,73,7.333333333,0,9.713235294,6,10
AM,63.03333333,0.564102564,0,10,7,10
EarlyMorning,67.24285714,4.67032967,0,10,7,10
Evening,73.56,10.36923077,0,10,7,10
Midday,64.66666667,0.948717949,0,9.974358974,7,10
PM,74.63333333,5.846153846,0,9.794871795,7,10
AM,62.73333333,0.102564103,0,9.948717949,1,10
EarlyMorning,66.82857143,5.21978022,0,10,1,10
Evening,74.22,11.44615385,0,10,1,10
Midday,65.18333333,0.948717949,0,9.692307692,1,10
PM,78.4,4.846153846,0,10,1,10
AM,64.6,0.282051282,0,10,2,10
EarlyMorning,68.28571429,4.175824176,0,10,2,10
Evening,73.78,10.29230769,0,10,2,10
Midday,66.83333333,2.5,0,9.987179487,2,10
